LineLength;AvgDiff;LastCandlesDiff;PrevLineLength;MaxDeviation;DurationHours;BarsCount
115;0.1501;0.1844;-57.5342;0.36;4.5;19
137;0.172;0.1072;-19.1304;0.2799;14;57
88;0.0807;0.1047;35.7664;0.2646;9.5;39
96;0.1519;0.1714;-9.0909;0.4508;8;33
178;0.1314;0.1718;-85.4167;0.2776;16.25;66
59;0.2257;0.2257;66.8539;0.1807;1.25;6
66;0.1815;0.2079;-11.8644;0.2765;5.25;22
150;0.2703;0.3659;-127.2727;1.0047;4.75;20
307;0.156;0.1781;-104.6667;1.1614;24.25;98
76;0.2292;0.2292;75.2443;0.3538;1;5
184;0.2024;0.1814;-142.1053;0.3224;8.25;34
85;0.1687;0.1638;53.8043;0.2578;2.5;11
167;0.3499;0.3736;-96.4706;0.4413;2.75;12
98;0.2949;0.281;41.3174;0.249;3;13
72;0.2886;0.2886;26.5306;0.3313;1.25;6
116;0.25;0.196;-61.1111;0.3145;4.75;20
131;0.1391;0.1658;-12.931;0.7194;61;53
110;0.1596;0.2069;16.0305;0.6549;6.5;27
65;0.1671;0.1671;40.9091;0.097;2;9
103;0.1105;0.0905;-58.4615;0.6347;26.75;108
137;0.0985;0.0406;-33.0097;0.165;29.5;119
63;0.0916;0.1135;54.0146;0.2512;12.75;52
225;0.0785;0.1342;-257.1429;1.2859;92.75;180
86;0.1229;0.1343;61.7778;0.2777;6;25
65;0.0763;0.0929;24.4186;0.3858;14.25;58
230;0.1239;0.1617;-253.8462;0.8339;17;69
114;0.1295;0.1292;50.4348;0.3171;11.25;46
119;0.139;0.0819;-4.386;0.1879;10.75;44
84;0.0886;0.0724;29.4118;0.2718;24.25;98
70;0.0668;0.0805;16.6667;0.2522;7.25;30
56;0.0941;0.1036;20;0.328;12.25;50
50;0.0632;0.0819;10.7143;0.4253;62.75;60
92;0.1058;0.0599;-84;0.3199;13.5;55
156;0.0827;0.1213;-69.5652;0.5663;67.25;270
105;0.0833;0.1723;32.6923;0.5536;22.25;90
79;0.0949;0.0513;24.7619;0.1035;55.75;32
68;0.0808;0.0973;13.9241;0.2499;15.5;63
75;0.0635;0.0619;-10.2941;0.2105;11.75;48
94;0.0892;0.0637;-25.3333;0.2884;18.75;76
180;0.0908;0.0869;-91.4894;0.6841;54.5;219
87;0.0794;0.096;51.6667;0.2607;12.25;50
212;0.0997;0.1591;-143.6782;1.3443;68.25;82
51;0.135;0.1366;75.9434;0.1306;4;17
58;0.0968;0.08;-13.7255;0.0988;3.75;16
191;0.0765;0.1644;-229.3103;0.5834;39.25;158
92;0.103;0.0753;51.8325;0.1227;10.25;42
60;0.0568;0.0837;34.7826;0.3238;11;45
90;0.0775;0.1212;-50;0.5616;33.25;134
143;0.0759;0.1159;-58.8889;0.8411;65.75;72
58;0.0651;0.0377;59.4406;0.1144;14.5;59
138;0.0736;0.0981;-137.931;0.4389;34;137
101;0.0857;0.0929;26.8116;0.4155;31;125
158;0.0776;0.0541;-56.4356;0.365;84.5;147
207;0.0633;0.0977;-31.0127;0.7875;65.75;264
172;0.1057;0.0839;16.9082;0.5279;18;73
67;0.0736;0.1282;61.0465;0.3382;20.25;82
137;0.0696;0.0339;-104.4776;0.5802;81.75;136
91;0.0628;0.0661;33.5766;0.158;30.25;122
129;0.0704;0.1606;-41.7582;0.6426;31.5;127
114;0.0695;0.1402;11.6279;0.4467;24;97
61;0.062;0.0705;46.4912;0.3311;67.75;80
60;0.0587;0.0904;1.6393;0.3427;22;89
250;0.0716;0.1432;-316.6667;0.8486;53.5;215
131;0.1023;0.1052;47.6;0.4655;22.5;91
113;0.0781;0.0946;13.7405;0.6004;75;109
134;0.0677;0.0429;-18.5841;0.5439;32.75;132
54;0.0677;0.1212;59.7015;0.3556;16.5;67
78;0.0866;0.0752;-44.4444;0.1875;11;45
88;0.0622;0.068;-12.8205;0.3385;39;157
84;0.0759;0.1121;4.5455;0.5267;64;65
282;0.0717;0.1153;-235.7143;0.61;71.25;286
58;0.0844;0.0668;79.4326;0.294;14;57
66;0.0723;0.094;-13.7931;0.346;14.25;58
54;0.0997;0.0797;18.1818;0.1415;5.75;24
128;0.0666;0.1112;-137.037;0.6976;87.5;159
72;0.0593;0.0716;43.75;0.2741;25.75;104
60;0.0647;0.0335;16.6667;0.1047;13.5;55
74;0.0602;0.1071;-23.3333;0.4606;11.25;46
53;0.0528;0.0372;28.3784;0.136;83.5;143
94;0.0627;0.1053;-77.3585;0.3624;16.75;68
66;0.0622;0.0663;29.7872;0.1788;15;61
71;0.0656;0.0886;-7.5758;0.1848;6.25;26
57;0.0557;0.0417;19.7183;0.3037;34.5;139
177;0.0535;0.1064;-210.5263;0.8012;158;441
121;0.3435;0.3435;31.6384;0.3429;1;5
115;0.0762;0.0555;4.9587;0.1365;20.25;82
213;0.0569;0.135;-85.2174;0.5813;170.25;490
79;0.0636;0.0994;62.9108;0.2688;23.5;95
57;0.0572;0.0621;27.8481;0.1033;58.75;44
234;0.0676;0.1135;-310.5263;0.4212;30.75;124
56;0.095;0.0811;76.0684;0.0837;3.25;14
68;0.0933;0.0928;-21.4286;0.0949;2.75;12
50;0.0601;0.0345;26.4706;0.1547;12;49
167;0.0817;0.1222;-234;0.6964;20;81
56;0.0634;0.0742;66.4671;0.2722;9.75;40
63;0.0723;0.0813;-12.5;0.2603;29.5;119
199;0.1779;0.1375;-215.873;0.2646;8.5;35
63;0.0706;0.0732;68.3417;0.4064;86.75;156
157;0.0587;0.0592;-149.2063;0.3163;44.25;178
71;0.1007;0.1345;54.7771;0.2511;6.75;28
58;0.0655;0.0427;18.3099;0.2499;9;37
84;0.0539;0.0781;-44.8276;0.626;87.5;159
137;0.0595;0.0583;-63.0952;0.5172;42.75;172
97;0.0593;0.0951;29.1971;0.4114;30.25;122
82;0.0491;0.1063;15.4639;0.2874;22.5;91
131;0.0499;0.058;-59.7561;0.5456;157.75;440
157;0.0788;0.0835;-19.8473;0.8435;13.25;54
133;0.0517;0.0776;15.2866;0.7875;73.75;104
54;0.0708;0.0869;59.3985;0.3277;19.75;80
82;0.0477;0.0503;-51.8519;0.2397;19.75;80
156;0.0546;0.0724;-90.2439;0.3226;118;281
118;0.0537;0.0954;24.359;0.5581;28;113
61;0.1315;0.1315;48.3051;0.2205;1.25;6
60;0.0475;0.0607;1.6393;0.1926;17.25;70
141;0.06;0.1193;-135;0.6039;56.5;227
53;0.05;0.0354;62.4113;0.1189;54.75;28
73;0.0466;0.0332;-37.7358;0.124;31.25;126
98;0.0551;0.0692;-34.2466;0.0948;54.5;219
213;0.0526;0.0983;-117.3469;0.7844;149.75;408
111;0.0868;0.0608;47.8873;0.1274;12;49
63;0.0887;0.0801;43.2432;0.0815;3.5;15
119;0.0595;0.0375;-88.8889;0.1124;90.75;172
91;0.049;0.0341;23.5294;0.1275;21.25;86
170;0.0541;0.0755;-86.8132;0.746;64.5;259
